Weight,Coefficient
64.1,0.78295
64.15,0.7824
64.2,0.78185
64.25,0.78132
64.3,0.7808
64.35,0.78025
64.4,0.7797
64.45,0.77915
64.5,0.7786
64.55,0.77805
64.6,0.7775
64.65,0.77697
64.7,0.77645
64.75,0.77502
64.8,0.7754
64.85,0.77485
64.9,0.7743
64.95,0.7738
65.0,0.7733
65.05,0.77277
65.1,0.77225
65.15,0.77172
65.2,0.7712
65.25,0.77067
65.3,0.77015
65.35,0.76962
65.4,0.7691
65.45,0.76857
65.5,0.76805
65.55,0.76755
65.6,0.76705
65.65,0.76652
65.7,0.766
65.75,0.76552
65.8,0.76505
65.85,0.76452
65.9,0.764
65.95,0.7635
66.0,0.763
66.05,0.7625
66.1,0.762
66.15,0.76147
66.2,0.76095
66.25,0.76047
66.3,0.76
66.35,0.7595
66.4,0.759
66.45,0.75852
66.5,0.75805
66.55,0.75755
66.6,0.75705
66.65,0.75657
66.7,0.7561
66.75,0.7556
66.8,0.7551
66.85,0.75462
66.9,0.75415
66.95,0.75365
67.0,0.75315
67.05,0.75267
67.1,0.7522
67.15,0.75172
67.2,0.75125
67.25,0.7508
67.3,0.75035
67.35,0.74985
67.4,0.74935
67.45,0.74887
67.5,0.7484
67.55,0.74795
67.6,0.7475
67.65,0.74702
67.7,0.74655
67.75,0.7461
67.8,0.74565
67.85,0.74517
67.9,0.7447
67.95,0.74425
68.0,0.7438
68.05,0.74332
68.1,0.74285
68.15,0.7424
68.2,0.74195
68.25,0.7415
68.3,0.74105
68.35,0.74062
68.4,0.7402
68.45,0.73972
68.5,0.73925
68.55,0.7388
68.6,0.73835
68.65,0.7379
68.7,0.73745
68.75,0.73702
68.8,0.7366
68.85,0.73615
68.9,0.7357
68.95,0.73527
69.0,0.73485
69.05,0.7344
69.1,0.73395
69.15,0.73352
69.2,0.7331
69.25,0.73265
69.3,0.7322
69.35,0.73177
69.4,0.73135
69.45,0.7309
69.5,0.73045
69.55,0.73005
69.6,0.72965
69.65,0.72922
69.7,0.7288
69.75,0.72835
69.8,0.7279
69.85,0.7275
69.9,0.7271
69.95,0.72667
70.0,0.72625
70.05,0.72582
70.1,0.7254
70.15,0.725
70.2,0.7246
70.25,0.72415
70.3,0.7237
70.35,0.7233
70.4,0.7229
70.45,0.7225
70.5,0.7221
70.55,0.72167
70.6,0.72125
70.65,0.72085
70.7,0.72045
70.75,0.72007
70.8,0.7197
70.85,0.71927
70.9,0.71885
70.95,0.71845
71.0,0.71805
71.05,0.71765
71.1,0.71725
71.15,0.71685
71.2,0.71645
71.25,0.71605
71.3,0.71565
71.35,0.71525
71.4,0.71485
71.45,0.71445
71.5,0.71405
71.55,0.71365
71.6,0.71325
71.65,0.71287
71.7,0.7125
71.75,0.7121
71.8,0.7117
71.85,0.71132
71.9,0.71095
71.95,0.71057
72.0,0.7102
72.05,0.70982
72.1,0.70945
72.15,0.70905
72.2,0.70865
72.25,0.70827
72.3,0.7079
72.35,0.7075
72.4,0.7071
72.45,0.70675
72.5,0.7064
72.55,0.70602
72.6,0.70565
72.65,0.70525
72.7,0.70485
72.75,0.7045
72.8,0.70415
72.85,0.70377
72.9,0.7034
72.95,0.70302
73.0,0.70265
73.05,0.702275
73.1,0.7019
73.15,0.701525
73.2,0.70115
73.25,0.7008
73.3,0.70045
73.35,0.7001
73.4,0.69975
73.45,0.699375
73.5,0.699
73.55,0.69865
73.6,0.6983
73.65,0.697925
73.7,0.69755
73.75,0.6972
73.8,0.69685
73.85,0.6965
73.9,0.69615
73.95,0.6958
74.0,0.69545
74.05,0.695075
74.1,0.6947
74.15,0.69435
74.2,0.694
74.25,0.693675
74.3,0.69335
74.35,0.693
74.4,0.69265
74.45,0.6923
74.5,0.69195
74.55,0.6916
74.6,0.69125
74.65,0.690925
74.7,0.6906
74.75,0.69025
74.8,0.6899
74.85,0.68955
74.9,0.6892
74.95,0.688875
75.0,0.68855
75.05,0.6882
75.1,0.68785
75.15,0.6875
75.2,0.68715
75.25,0.686825
75.3,0.6865
75.35,0.68615
75.4,0.6858
75.45,0.685475
75.5,0.68515
75.55,0.6848
75.6,0.68445
75.65,0.68415
75.7,0.68385
75.75,0.683525
75.8,0.6832
75.85,0.68285
75.9,0.6825
75.95,0.6822
76.0,0.6819
76.05,0.681575
76.1,0.68125
76.15,0.6809
76.2,0.68055
76.25,0.68025
76.3,0.67995
76.35,0.679625
76.4,0.6793
76.45,0.67895
76.5,0.6786
76.55,0.6783
76.6,0.678
76.65,0.677675
76.7,0.67735
76.75,0.67705
76.8,0.67675
76.85,0.676425
76.9,0.6761
76.95,0.6758
77.0,0.6755
77.05,0.6752
77.1,0.6749
77.15,0.674575
77.2,0.67425
77.25,0.67395
77.3,0.67365
77.35,0.67335
77.4,0.67305
77.45,0.672725
77.5,0.6724
77.55,0.6721
77.6,0.6718
77.65,0.6715
77.7,0.6712
77.75,0.6709
77.8,0.6706
77.85,0.670275
77.9,0.66995
77.95,0.66965
78.0,0.66935
78.05,0.66905
78.1,0.66875
78.15,0.66845
78.2,0.66815
78.25,0.667875
78.3,0.6676
78.35,0.6673
78.4,0.667
78.45,0.6667
78.5,0.6664
78.55,0.666125
78.6,0.66585
78.65,0.665525
78.7,0.6652
78.75,0.6649
78.8,0.6646
78.85,0.66435
78.9,0.6641
78.95,0.6638
79.0,0.6635
79.05,0.6632
79.1,0.6629
79.15,0.662625
79.2,0.66235
79.25,0.66205
79.3,0.66175
79.35,0.661475
79.4,0.6612
79.45,0.6609
79.5,0.6606
79.55,0.660325
79.6,0.66005
79.65,0.659775
79.7,0.6595
79.75,0.659225
79.8,0.65895
79.85,0.65865
79.9,0.65835
79.95,0.658075
80.0,0.6578
80.05,0.65755
80.1,0.6573
80.15,0.657
80.2,0.6567
80.25,0.656425
80.3,0.65615
80.35,0.6559
80.4,0.65565
80.45,0.65535
80.5,0.65505
80.55,0.654775
80.6,0.6545
80.65,0.65425
80.7,0.654
80.75,0.653725
80.8,0.65345
80.85,0.653175
80.9,0.6529
80.95,0.652625
81.0,0.65235
81.05,0.6521
81.1,0.65185
81.15,0.651575
81.2,0.6513
81.25,0.65105
81.3,0.6508
81.35,0.650525
81.4,0.65025
81.45,0.65
81.5,0.64975
81.55,0.6495
81.6,0.64925
81.65,0.648975
81.7,0.6487
81.75,0.64845
81.8,0.6482
81.85,0.647925
81.9,0.64765
81.95,0.6474
82.0,0.64715
82.05,0.6469
82.1,0.64665
82.15,0.6464
82.2,0.64615
82.25,0.645875
82.3,0.6456
82.35,0.64535
82.4,0.6451
82.45,0.64485
82.5,0.6446
82.55,0.64435
82.6,0.6441
82.65,0.64385
82.7,0.6436
82.75,0.64355
82.8,0.6431
82.85,0.64285
82.9,0.6426
82.95,0.64235
83.0,0.6421
83.05,0.64185
83.1,0.6416
83.15,0.64135
83.2,0.6411
83.25,0.640875
83.3,0.64065
83.35,0.6404
83.4,0.64015
83.45,0.6399
83.5,0.63965
83.55,0.639425
83.6,0.6392
83.65,0.63895
83.7,0.6387
83.75,0.63845
83.8,0.6382
83.85,0.637975
83.9,0.63775
83.95,0.6375
84.0,0.63725
84.05,0.637025
84.1,0.6368
84.15,0.63655
84.2,0.6363
84.25,0.636075
84.3,0.63585
84.35,0.635625
84.4,0.6354
84.45,0.635175
84.5,0.63495
84.55,0.6347
84.6,0.63445
84.65,0.634225
84.7,0.634
84.75,0.63375
84.8,0.6335
84.85,0.6333
84.9,0.6331
84.95,0.63285
85.0,0.6326
85.05,0.632375
85.1,0.63215
85.15,0.631925
85.2,0.6317
85.25,0.631475
85.3,0.63125
85.35,0.631025
85.4,0.6308
85.45,0.630575
85.5,0.63035
85.55,0.630125
85.6,0.6299
85.65,0.629675
85.7,0.62945
85.75,0.629225
85.8,0.629
85.85,0.6288
85.9,0.6286
85.95,0.62835
86.0,0.6281
86.05,0.6279
86.1,0.6277
86.15,0.627475
86.2,0.62725
86.25,0.62705
86.3,0.62685
86.35,0.6266
86.4,0.62635
86.45,0.62615
86.5,0.62595
86.55,0.625725
86.6,0.6255
86.65,0.6253
86.7,0.6251
86.75,0.624875
86.8,0.62465
86.85,0.62445
86.9,0.62425
86.95,0.62405
87.0,0.62385
87.05,0.623625
87.1,0.6234
87.15,0.6232
87.2,0.623
87.25,0.6228
87.3,0.6226
87.35,0.622375
87.4,0.62215
87.45,0.62195
87.5,0.62175
87.55,0.62155
87.6,0.62135
87.65,0.621125
87.7,0.6209
87.75,0.6207
87.8,0.6205
87.85,0.6203
87.9,0.6201
87.95,0.6199
88.0,0.6197
88.05,0.619475
88.1,0.61925
88.15,0.61905
88.2,0.61885
88.25,0.61865
88.3,0.61845
88.35,0.618275
88.4,0.6181
88.45,0.6179
88.5,0.6177
88.55,0.6175
88.6,0.6173
88.65,0.617075
88.7,0.61685
88.75,0.61665
88.8,0.61645
88.85,0.61625
88.9,0.61605
88.95,0.615875
89.0,0.6157
89.05,0.6155
89.1,0.6153
89.15,0.6151
89.2,0.6149
89.25,0.614725
89.3,0.61455
89.35,0.61435
89.4,0.61415
89.45,0.61395
89.5,0.61375
89.55,0.61355
89.6,0.61335
89.65,0.613175
89.7,0.613
89.75,0.6128
89.8,0.6126
89.85,0.612425
89.9,0.61225
89.95,0.61205
90.0,0.61185
90.05,0.611675
90.1,0.6115
90.15,0.611325
90.2,0.61115
90.25,0.61095
90.3,0.61075
90.35,0.610575
90.4,0.6104
90.45,0.6102
90.5,0.61
90.55,0.609825
90.6,0.60965
90.65,0.609475
90.7,0.6093
90.75,0.609125
90.8,0.60895
90.85,0.60875
90.9,0.60855
90.95,0.608375
91.0,0.6082
91.05,0.608025
91.1,0.60785
91.15,0.607675
91.2,0.6075
91.25,0.6073
91.3,0.6071
91.35,0.60695
91.4,0.6068
91.45,0.6066
91.5,0.6064
91.55,0.606225
91.6,0.60605
91.65,0.6059
91.7,0.60575
91.75,0.60555
91.8,0.60535
91.85,0.605175
91.9,0.605
91.95,0.60485
92.0,0.6047
92.05,0.6045
92.1,0.6043
92.15,0.60415
92.2,0.604
92.25,0.603825
92.3,0.60365
92.35,0.603475
92.4,0.6033
92.45,0.603125
92.5,0.60295
92.55,0.6028
92.6,0.60265
92.65,0.602475
92.7,0.6023
92.75,0.602125
92.8,0.60195
92.85,0.601775
92.9,0.6016
92.95,0.60145
93.0,0.6013
93.05,0.601125
93.1,0.60095
93.15,0.6008
93.2,0.60065
93.25,0.600475
93.3,0.6003
93.35,0.600125
93.4,0.59995
93.45,0.5998
93.5,0.59965
93.55,0.599475
93.6,0.5993
93.65,0.59915
93.7,0.599
93.75,0.59885
93.8,0.5987
93.85,0.59855
93.9,0.5984
93.95,0.5982
94.0,0.598
94.05,0.59785
94.1,0.5977
94.15,0.59755
94.2,0.5974
94.25,0.59725
94.3,0.5971
94.35,0.596925
94.4,0.59675
94.45,0.5966
94.5,0.59645
94.55,0.5963
94.6,0.59615
94.65,0.596
94.7,0.59585
94.75,0.5957
94.8,0.5955
94.85,0.595375
94.9,0.5952
94.95,0.59505
95.0,0.5949
95.05,0.59475
95.1,0.5946
95.15,0.59445
95.2,0.5943
95.25,0.59415
95.3,0.594
95.35,0.593875
95.4,0.59375
95.45,0.5936
95.5,0.59345
95.55,0.5933
95.6,0.59315
95.65,0.593
95.7,0.59285
95.75,0.5927
95.8,0.59255
95.85,0.5924
95.9,0.59225
95.95,0.5921
96.0,0.59195
96.05,0.5918
96.1,0.59165
96.15,0.591525
96.2,0.5914
96.25,0.59125
96.3,0.5911
96.35,0.59095
96.4,0.5908
96.45,0.59065
96.5,0.5905
96.55,0.59035
96.6,0.5902
96.65,0.590075
96.7,0.58995
96.75,0.5898
96.8,0.58965
96.85,0.589525
96.9,0.5894
96.95,0.58925
97.0,0.5891
97.05,0.588975
97.1,0.58885
97.15,0.5887
97.2,0.58855
97.25,0.5884
97.3,0.58825
97.35,0.588125
97.4,0.588
97.45,0.587875
97.5,0.58775
97.55,0.5876
97.6,0.58745
97.65,0.5873
97.7,0.58715
97.75,0.58705
97.8,0.58695
97.85,0.5868
97.9,0.58665
97.95,0.5865
98.0,0.58635
98.05,0.58625
98.1,0.58615
98.15,0.586
98.2,0.58585
98.25,0.585725
98.3,0.5856
98.35,0.585475
98.4,0.58535
98.45,0.5852
98.5,0.58505
98.55,0.584925
98.6,0.5848
98.65,0.584675
98.7,0.58455
98.75,0.584425
98.8,0.5843
98.85,0.584175
98.9,0.58405
98.95,0.583925
99.0,0.5838
99.05,0.583675
99.1,0.58355
99.15,0.583425
99.2,0.5833
99.25,0.583175
99.3,0.58305
99.35,0.582925
99.4,0.5828
99.45,0.582675
99.5,0.58255
99.55,0.582425
99.6,0.5823
99.65,0.582175
99.7,0.58205
99.75,0.581925
99.8,0.5818
99.85,0.581675
99.9,0.58155
99.95,0.581425
100.0,0.5813
100.05,0.581175
100.1,0.58105
100.15,0.58095
100.2,0.58085
100.25,0.580725
100.3,0.5806
100.35,0.580475
100.4,0.58035
100.45,0.58025
100.5,0.58015
100.55,0.58
100.6,0.57985
100.65,0.57975
100.7,0.57965
100.75,0.57955
100.8,0.57945
100.85,0.5793
100.9,0.57915
100.95,0.57905
101.0,0.57895
101.05,0.57885
101.1,0.57875
101.15,0.578625
101.2,0.5785
101.25,0.578375
101.3,0.57825
101.35,0.57815
101.4,0.57805
101.45,0.577925
101.5,0.5778
101.55,0.5777
101.6,0.5776
101.65,0.5775
101.7,0.5774
101.75,0.5773
101.8,0.5772
101.85,0.57705
101.9,0.5769
101.95,0.5768
102.0,0.5767
102.05,0.5766
102.1,0.5765
102.15,0.5764
102.2,0.5763
102.25,0.576175
102.3,0.57605
102.35,0.57595
102.4,0.57585
102.45,0.57575
102.5,0.57565
102.55,0.57555
102.6,0.57545
102.65,0.57535
102.7,0.57525
102.75,0.575125
102.8,0.575
102.85,0.5749
102.9,0.5748
102.95,0.5747
103.0,0.5746
103.05,0.5745
103.1,0.5744
103.15,0.5743
103.2,0.5742
103.25,0.5741
103.3,0.574
103.35,0.5739
103.4,0.5738
103.45,0.573675
103.5,0.57355
103.55,0.57345
103.6,0.57335
103.65,0.57325
103.7,0.57315
103.75,0.57305
103.8,0.57295
103.85,0.57285
103.9,0.57275
103.95,0.57265
104.0,0.57255
104.05,0.572475
104.1,0.5724
104.15,0.5723
104.2,0.5722
104.25,0.5721
104.3,0.572
104.35,0.5719
104.4,0.5718
104.45,0.5717
104.5,0.5716
104.55,0.5715
104.6,0.5714
104.65,0.571325
104.7,0.57125
104.75,0.57115
104.8,0.57105
104.85,0.57095
104.9,0.57085
104.95,0.57075
105.0,0.57065
105.05,0.570575
105.1,0.5705
105.15,0.5704
105.2,0.5703
105.25,0.5702
105.3,0.5701
105.35,0.570025
105.4,0.56995
105.45,0.56985
105.5,0.56975
105.55,0.56965
105.6,0.56955
105.65,0.569475
105.7,0.5694
105.75,0.5693
105.8,0.5692
105.85,0.5691
105.9,0.569
105.95,0.568925
106.0,0.56885
106.05,0.56875
106.1,0.56865
106.15,0.56855
106.2,0.56845
106.25,0.568375
106.3,0.5683
106.35,0.5682
106.4,0.5681
106.45,0.568025
106.5,0.56795
106.55,0.567875
106.6,0.5678
106.65,0.567725
106.7,0.56765
106.75,0.56755
106.8,0.56745
106.85,0.567375
106.9,0.5673
106.95,0.5672
107.0,0.5671
107.05,0.567025
107.1,0.56695
107.15,0.56685
107.2,0.56675
107.25,0.5667
107.3,0.56665
107.35,0.56655
107.4,0.56645
107.45,0.566375
107.5,0.5663
107.55,0.5662
107.6,0.5661
107.65,0.566025
107.7,0.56595
107.75,0.565875
107.8,0.5658
107.85,0.565725
107.9,0.56565
107.95,0.565575
108.0,0.5655
108.05,0.5654
108.1,0.5353
108.15,0.56525
108.2,0.5652
108.25,0.5651
108.3,0.565
108.35,0.564925
108.4,0.56485
108.45,0.564775
108.5,0.5647
108.55,0.564625
108.6,0.56455
108.65,0.564475
108.7,0.5644
108.75,0.564325
108.8,0.56425
108.85,0.56415
108.9,0.56405
108.95,0.564
109.0,0.56395
109.05,0.563875
109.1,0.5638
109.15,0.563725
109.2,0.56365
109.25,0.563575
109.3,0.5635
109.35,0.563425
109.4,0.56335
109.45,0.563275
109.5,0.5632
109.55,0.56315
109.6,0.5631
109.65,0.563
109.7,0.5629
109.75,0.562825
109.8,0.56275
109.85,0.5627
109.9,0.56265
109.95,0.562575
110.0,0.5625
110.05,0.562425
110.1,0.56235
110.15,0.562275
110.2,0.5622
110.25,0.562125
110.3,0.56205
110.35,0.561975
110.4,0.5619
110.45,0.56185
110.5,0.5618
110.55,0.561725
110.6,0.56165
110.65,0.5616
110.7,0.56155
110.75,0.56145
110.8,0.56135
110.85,0.561275
110.9,0.5612
110.95,0.56115
111.0,0.5611
111.05,0.561025
111.1,0.56095
111.15,0.5609
111.2,0.56085
111.25,0.560775
111.3,0.5607
111.35,0.56065
111.4,0.5606
111.45,0.560525
111.5,0.56045
111.55,0.5604
111.6,0.56035
111.65,0.560275
111.7,0.5602
111.75,0.560125
111.8,0.56005
111.85,0.559975
111.9,0.5599
111.95,0.559825
112.0,0.55975
112.05,0.5597
112.1,0.55965
112.15,0.559575
112.2,0.5595
112.25,0.55945
112.3,0.5594
112.35,0.559325
112.4,0.55925
112.45,0.5592
112.5,0.55915
112.55,0.559075
112.6,0.559
112.65,0.55895
112.7,0.5589
112.75,0.558825
112.8,0.55875
112.85,0.5587
112.9,0.55865
112.95,0.5586
113.0,0.55855
113.05,0.558475
113.1,0.5584
113.15,0.55835
113.2,0.5583
113.25,0.558225
113.3,0.55815
113.35,0.5581
113.4,0.55805
113.45,0.558
113.5,0.55795
113.55,0.5579
113.6,0.55785
113.65,0.557775
113.7,0.5577
113.75,0.55765
113.8,0.5576
113.85,0.55755
113.9,0.5575
113.95,0.557425
114.0,0.55735
114.05,0.5573
114.1,0.55725
114.15,0.557175
114.2,0.5571
114.25,0.55705
114.3,0.557
114.35,0.55695
114.4,0.5569
114.45,0.556825
114.5,0.55675
114.55,0.5567
114.6,0.55665
114.65,0.5566
114.7,0.55655
114.75,0.5565
114.8,0.55645
114.85,0.5564
114.9,0.55635
114.95,0.5563
115.0,0.55625
115.05,0.556175
115.1,0.5561
115.15,0.55605
115.2,0.556
115.25,0.555925
115.3,0.55585
115.35,0.5558
115.4,0.55575
115.45,0.5557
115.5,0.55565
115.55,0.555625
115.6,0.5556
115.65,0.555525
115.7,0.55545
115.75,0.5554
115.8,0.55535
115.85,0.5553
115.9,0.55525
115.95,0.555175
116.0,0.5551
116.05,0.55505
116.1,0.555
116.15,0.55495
116.2,0.5549
116.25,0.554825
116.3,0.55475
116.35,0.554725
116.4,0.5547
116.45,0.55465
116.5,0.5546
116.55,0.55455
116.6,0.5545
116.65,0.554425
116.7,0.55435
116.75,0.5543
116.8,0.55425
116.85,0.5542
116.9,0.55415
116.95,0.5541
117.0,0.55405
117.05,0.554
117.1,0.55395
117.15,0.5539
117.2,0.55385
117.25,0.5538
117.3,0.55375
117.35,0.5537
117.4,0.55365
117.45,0.553575
117.5,0.5535
117.55,0.55345
117.6,0.5534
117.65,0.55335
117.7,0.5533
117.75,0.553275
117.8,0.55325
117.85,0.5532
117.9,0.55315
